Jurisdiction,Week Ending Date,State Abbreviation,Year,Week,Age Group,Number of Deaths,Time Period,Type,Suppress,Note
United States,11/04/2017,US,2017,44,75-84 years,12593,2015-2019,Predicted (weighted),,
United States,11/11/2017,US,2017,45,75-84 years,12458,2015-2019,Predicted (weighted),,
United States,11/18/2017,US,2017,46,75-84 years,12618,2015-2019,Predicted (weighted),,
United States,11/25/2017,US,2017,47,75-84 years,12912,2015-2019,Predicted (weighted),,
United States,12/02/2017,US,2017,48,75-84 years,12869,2015-2019,Predicted (weighted),,
United States,12/09/2017,US,2017,49,75-84 years,13151,2015-2019,Predicted (weighted),,
United States,12/16/2017,US,2017,50,75-84 years,13745,2015-2019,Predicted (weighted),,
United States,12/23/2017,US,2017,51,75-84 years,14113,2015-2019,Predicted (weighted),,
United States,12/30/2017,US,2017,52,75-84 years,14482,2015-2019,Predicted (weighted),,
United States,01/06/2018,US,2018,1,75-84 years,15737,2015-2019,Predicted (weighted),,
United States,01/13/2018,US,2018,2,75-84 years,16022,2015-2019,Predicted (weighted),,
United States,01/20/2018,US,2018,3,75-84 years,15534,2015-2019,Predicted (weighted),,
United States,01/27/2018,US,2018,4,75-84 years,15065,2015-2019,Predicted (weighted),,
United States,02/03/2018,US,2018,5,75-84 years,14526,2015-2019,Predicted (weighted),,
United States,02/10/2018,US,2018,6,75-84 years,14815,2015-2019,Predicted (weighted),,
United States,02/17/2018,US,2018,7,75-84 years,14306,2015-2019,Predicted (weighted),,
United States,02/24/2018,US,2018,8,75-84 years,13763,2015-2019,Predicted (weighted),,
United States,03/03/2018,US,2018,9,75-84 years,13571,2015-2019,Predicted (weighted),,
United States,03/10/2018,US,2018,10,75-84 years,13576,2015-2019,Predicted (weighted),,
United States,03/17/2018,US,2018,11,75-84 years,13461,2015-2019,Predicted (weighted),,
United States,03/24/2018,US,2018,12,75-84 years,13257,2015-2019,Predicted (weighted),,
United States,03/31/2018,US,2018,13,75-84 years,13090,2015-2019,Predicted (weighted),,
United States,04/07/2018,US,2018,14,75-84 years,13081,2015-2019,Predicted (weighted),,
United States,04/14/2018,US,2018,15,75-84 years,13240,2015-2019,Predicted (weighted),,
United States,04/21/2018,US,2018,16,75-84 years,12755,2015-2019,Predicted (weighted),,
United States,04/28/2018,US,2018,17,75-84 years,12921,2015-2019,Predicted (weighted),,
United States,05/05/2018,US,2018,18,75-84 years,12710,2015-2019,Predicted (weighted),,
United States,05/12/2018,US,2018,19,75-84 years,12237,2015-2019,Predicted (weighted),,
United States,05/19/2018,US,2018,20,75-84 years,12078,2015-2019,Predicted (weighted),,
United States,05/26/2018,US,2018,21,75-84 years,12081,2015-2019,Predicted (weighted),,
United States,06/02/2018,US,2018,22,75-84 years,12070,2015-2019,Predicted (weighted),,
United States,06/09/2018,US,2018,23,75-84 years,12096,2015-2019,Predicted (weighted),,
United States,06/16/2018,US,2018,24,75-84 years,11952,2015-2019,Predicted (weighted),,
United States,06/23/2018,US,2018,25,75-84 years,12001,2015-2019,Predicted (weighted),,
United States,06/30/2018,US,2018,26,75-84 years,11900,2015-2019,Predicted (weighted),,
United States,07/07/2018,US,2018,27,75-84 years,12187,2015-2019,Predicted (weighted),,
United States,07/14/2018,US,2018,28,75-84 years,12073,2015-2019,Predicted (weighted),,
United States,07/21/2018,US,2018,29,75-84 years,11850,2015-2019,Predicted (weighted),,
United States,07/28/2018,US,2018,30,75-84 years,11810,2015-2019,Predicted (weighted),,
United States,08/04/2018,US,2018,31,75-84 years,12020,2015-2019,Predicted (weighted),,
United States,08/11/2018,US,2018,32,75-84 years,11996,2015-2019,Predicted (weighted),,
United States,08/18/2018,US,2018,33,75-84 years,11857,2015-2019,Predicted (weighted),,
United States,08/25/2018,US,2018,34,75-84 years,12085,2015-2019,Predicted (weighted),,
United States,09/01/2018,US,2018,35,75-84 years,11889,2015-2019,Predicted (weighted),,
United States,09/08/2018,US,2018,36,75-84 years,11904,2015-2019,Predicted (weighted),,
United States,09/15/2018,US,2018,37,75-84 years,12016,2015-2019,Predicted (weighted),,
United States,09/22/2018,US,2018,38,75-84 years,12305,2015-2019,Predicted (weighted),,
United States,09/29/2018,US,2018,39,75-84 years,12207,2015-2019,Predicted (weighted),,
United States,10/06/2018,US,2018,40,75-84 years,12578,2015-2019,Predicted (weighted),,
United States,10/13/2018,US,2018,41,75-84 years,12208,2015-2019,Predicted (weighted),,
United States,10/20/2018,US,2018,42,75-84 years,12803,2015-2019,Predicted (weighted),,
United States,10/27/2018,US,2018,43,75-84 years,13044,2015-2019,Predicted (weighted),,
United States,11/03/2018,US,2018,44,75-84 years,12735,2015-2019,Predicted (weighted),,
United States,11/10/2018,US,2018,45,75-84 years,12951,2015-2019,Predicted (weighted),,
United States,11/17/2018,US,2018,46,75-84 years,13166,2015-2019,Predicted (weighted),,
United States,11/24/2018,US,2018,47,75-84 years,13128,2015-2019,Predicted (weighted),,
United States,12/01/2018,US,2018,48,75-84 years,13356,2015-2019,Predicted (weighted),,
United States,12/08/2018,US,2018,49,75-84 years,13498,2015-2019,Predicted (weighted),,
United States,12/15/2018,US,2018,50,75-84 years,13521,2015-2019,Predicted (weighted),,
United States,12/22/2018,US,2018,51,75-84 years,13749,2015-2019,Predicted (weighted),,
United States,12/29/2018,US,2018,52,75-84 years,13843,2015-2019,Predicted (weighted),,
United States,01/05/2019,US,2019,1,75-84 years,13947,2015-2019,Predicted (weighted),,
United States,01/12/2019,US,2019,2,75-84 years,14203,2015-2019,Predicted (weighted),,
United States,01/19/2019,US,2019,3,75-84 years,14124,2015-2019,Predicted (weighted),,
United States,01/26/2019,US,2019,4,75-84 years,14184,2015-2019,Predicted (weighted),,
United States,02/02/2019,US,2019,5,75-84 years,14199,2015-2019,Predicted (weighted),,
United States,02/09/2019,US,2019,6,75-84 years,14226,2015-2019,Predicted (weighted),,
United States,02/16/2019,US,2019,7,75-84 years,14155,2015-2019,Predicted (weighted),,
United States,02/23/2019,US,2019,8,75-84 years,14108,2015-2019,Predicted (weighted),,
United States,03/02/2019,US,2019,9,75-84 years,13994,2015-2019,Predicted (weighted),,
United States,03/09/2019,US,2019,10,75-84 years,14037,2015-2019,Predicted (weighted),,
United States,03/16/2019,US,2019,11,75-84 years,13964,2015-2019,Predicted (weighted),,
United States,03/23/2019,US,2019,12,75-84 years,13761,2015-2019,Predicted (weighted),,
United States,03/30/2019,US,2019,13,75-84 years,13816,2015-2019,Predicted (weighted),,
United States,04/06/2019,US,2019,14,75-84 years,13921,2015-2019,Predicted (weighted),,
United States,04/13/2019,US,2019,15,75-84 years,13557,2015-2019,Predicted (weighted),,
United States,04/20/2019,US,2019,16,75-84 years,13135,2015-2019,Predicted (weighted),,
United States,04/27/2019,US,2019,17,75-84 years,13068,2015-2019,Predicted (weighted),,
United States,05/04/2019,US,2019,18,75-84 years,12967,2015-2019,Predicted (weighted),,
United States,05/11/2019,US,2019,19,75-84 years,13133,2015-2019,Predicted (weighted),,
United States,05/18/2019,US,2019,20,75-84 years,12980,2015-2019,Predicted (weighted),,
United States,05/25/2019,US,2019,21,75-84 years,13068,2015-2019,Predicted (weighted),,
United States,06/01/2019,US,2019,22,75-84 years,12523,2015-2019,Predicted (weighted),,
United States,06/08/2019,US,2019,23,75-84 years,12646,2015-2019,Predicted (weighted),,
United States,06/15/2019,US,2019,24,75-84 years,12592,2015-2019,Predicted (weighted),,
United States,06/22/2019,US,2019,25,75-84 years,12513,2015-2019,Predicted (weighted),,
United States,06/29/2019,US,2019,26,75-84 years,12488,2015-2019,Predicted (weighted),,
United States,07/06/2019,US,2019,27,75-84 years,12409,2015-2019,Predicted (weighted),,
United States,07/13/2019,US,2019,28,75-84 years,12365,2015-2019,Predicted (weighted),,
United States,07/20/2019,US,2019,29,75-84 years,12258,2015-2019,Predicted (weighted),,
United States,07/27/2019,US,2019,30,75-84 years,12312,2015-2019,Predicted (weighted),,
United States,08/03/2019,US,2019,31,75-84 years,12308,2015-2019,Predicted (weighted),,
United States,08/10/2019,US,2019,32,75-84 years,12304,2015-2019,Predicted (weighted),,
United States,08/17/2019,US,2019,33,75-84 years,12123,2015-2019,Predicted (weighted),,
United States,08/24/2019,US,2019,34,75-84 years,12227,2015-2019,Predicted (weighted),,
United States,08/31/2019,US,2019,35,75-84 years,12298,2015-2019,Predicted (weighted),,
United States,09/07/2019,US,2019,36,75-84 years,12363,2015-2019,Predicted (weighted),,
United States,09/14/2019,US,2019,37,75-84 years,12496,2015-2019,Predicted (weighted),,
United States,09/21/2019,US,2019,38,75-84 years,12393,2015-2019,Predicted (weighted),,
United States,09/28/2019,US,2019,39,75-84 years,12691,2015-2019,Predicted (weighted),,
United States,10/05/2019,US,2019,40,75-84 years,12607,2015-2019,Predicted (weighted),,
United States,10/12/2019,US,2019,41,75-84 years,12820,2015-2019,Predicted (weighted),,
United States,10/19/2019,US,2019,42,75-84 years,12982,2015-2019,Predicted (weighted),,
United States,10/26/2019,US,2019,43,75-84 years,13203,2015-2019,Predicted (weighted),,
United States,11/02/2019,US,2019,44,75-84 years,13228,2015-2019,Predicted (weighted),,
United States,11/09/2019,US,2019,45,75-84 years,13237,2015-2019,Predicted (weighted),,
United States,11/16/2019,US,2019,46,75-84 years,13534,2015-2019,Predicted (weighted),,
United States,11/23/2019,US,2019,47,75-84 years,13646,2015-2019,Predicted (weighted),,
United States,11/30/2019,US,2019,48,75-84 years,13522,2015-2019,Predicted (weighted),,
United States,12/07/2019,US,2019,49,75-84 years,14029,2015-2019,Predicted (weighted),,
United States,12/14/2019,US,2019,50,75-84 years,14023,2015-2019,Predicted (weighted),,
United States,12/21/2019,US,2019,51,75-84 years,14069,2015-2019,Predicted (weighted),,
United States,12/28/2019,US,2019,52,75-84 years,14162,2015-2019,Predicted (weighted),,
United States,01/04/2020,US,2020,1,75-84 years,14544,2020,Predicted (weighted),,
United States,01/11/2020,US,2020,2,75-84 years,14720,2020,Predicted (weighted),,
United States,01/18/2020,US,2020,3,75-84 years,14266,2020,Predicted (weighted),,
United States,01/25/2020,US,2020,4,75-84 years,14399,2020,Predicted (weighted),,
United States,02/01/2020,US,2020,5,75-84 years,14145,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/08/2020,US,2020,6,75-84 years,14420,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/15/2020,US,2020,7,75-84 years,14358,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/22/2020,US,2020,8,75-84 years,14337,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,02/29/2020,US,2020,9,75-84 years,14431,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/07/2020,US,2020,10,75-84 years,14554,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/14/2020,US,2020,11,75-84 years,14173,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/21/2020,US,2020,12,75-84 years,14622,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,03/28/2020,US,2020,13,75-84 years,15558,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/04/2020,US,2020,14,75-84 years,17757,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/11/2020,US,2020,15,75-84 years,19461,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/18/2020,US,2020,16,75-84 years,18901,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,04/25/2020,US,2020,17,75-84 years,18148,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/02/2020,US,2020,18,75-84 years,16628,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/09/2020,US,2020,19,75-84 years,16031,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/16/2020,US,2020,20,75-84 years,15290,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/23/2020,US,2020,21,75-84 years,14448,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
United States,05/30/2020,US,2020,22,75-84 years,14114,2020,Predicted (weighted),,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
